,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
680,1018720,X-POINT,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Online PvP, Online Co-op, LAN PvP, LAN Co-op, PvP",10000.0,10,1,1999,1999,0,0
682,1018750,Rubble Rush,"Action, Casual, Free to Play, Indie","Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,11,7,0,0,0,0
687,1018830,Element TD 2 - Tower Defense,"Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Online PvP, Online Co-op, PvP",150000.0,1912,178,1499,1499,0,81
690,1018870,VR Racing,"Action, Indie, Racing, Early Access","Multi-player, Single-player, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,15,22,1499,1499,0,0
693,1018950,What The Fork,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,1,2,1799,1799,0,0
697,1019040,Smash team,"Action, Massively Multiplayer, Early Access","Multi-player, Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,5,5,1999,1999,0,0
701,1019150,Apolune,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,2,1,420,420,0,0
705,1019250,WWII TCG - World War 2: The Card Game,"Free to Play, Simulation, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, In-App Purchases, Online PvP, Online Co-op, Remote Play Together, PvP",75000.0,258,111,0,0,0,0
706,1019260,Micro Mayhem,"Action, Casual, Indie, Early Access","Multi-player, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,499,499,0,0
709,1019340,7776 II: Dwarven Greed,"Casual, Free to Play, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Full controller support, Steam Workshop, Online PvP, PvP",35000.0,44,11,0,0,0,0
710,1019370,Radioactive,Strategy,"Multi-player, Single-player, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,1,0,899,899,0,0
716,1019580,Mortadelo y Filemón: Una aventura de cine - Edición especial,Adventure,"Multi-player, Single-player, Co-op, Shared/Split Screen Co-op, Remote Play Together",10000.0,16,8,1199,1199,0,0
720,1019730,Chipmonk!,"Action, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, PvP",10000.0,19,2,899,899,0,1
721,1019740,Korona:Nemesis,"Action, Early Access","Multi-player, Full controller support, Online PvP, PvP",10000.0,5,3,0,0,0,0
722,1019790,Supernatural Super Squad Fight!,"Action, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,5,2,0,0,0,0
723,1019820,Galaxicus,"Indie, Massively Multiplayer, Strategy, Early Access","Multi-player, Co-op, MMO, Online PvP, Online Co-op, PvP",10000.0,2,1,2999,2999,0,0
725,1019920,Gensokyo Defenders,"Action, Strategy","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Online PvP, Online Co-op, PvP",10000.0,102,8,1999,1999,0,1
726,1019940,Race for Tuning,"Indie, Massively Multiplayer, Racing, Simulation","Multi-player, MMO, Online PvP, PvP",35000.0,317,131,499,499,0,0
736,1020310,Gravity Heroes,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,23,1,999,999,0,0
737,1020330,Khan VS Kahn,"Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",75000.0,154,99,99,99,0,1
745,1020450,There Will Be Ink,"Action, Casual, Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Includes level editor, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,12,0,699,699,0,0
747,1020480,Nasty,"Action, Indie","Multi-player, Single-player, Co-op, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,2,2,99,99,0,0
750,1020540,CONTRA: ROGUE CORPS,Action,"Multi-player, Single-player, Co-op, Captions available, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,75,110,3999,3999,0,2
759,1020780,DarkStory Online,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, Co-op, Partial Controller Support, MMO, Steam Achievements, In-App Purchases, Online PvP, Online Co-op, PvP",350000.0,273,132,0,0,0,5
768,1021070,Spaceland: Sci-Fi Indie Tactics,"Adventure, Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Steam Trading Cards, Online PvP, Online Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, PvP",75000.0,276,84,494,1499,67,2
781,1021770,Wanba Warriors,"Action, Indie","Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Steam Trading Cards, Online PvP, Shared/Split Screen PvP, Remote Play Together, LAN PvP, PvP",350000.0,1855,168,499,499,0,10
782,1021780,The Region,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access","Multi-player, Single-player, Co-op, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,12,39,59,599,90,0
788,1021880,StarWheels,"Casual, Indie, Massively Multiplayer, Racing","Multi-player, Stats, Partial Controller Support, Online PvP, PvP",10000.0,33,0,999,999,0,0
797,1022130,CLASH! - Battle Arena,"Action, Indie","Multi-player, Single-player, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,9,3,599,599,0,0
805,1022310,Warhammer Underworlds: Online,"Casual, Strategy","Multi-player, Online PvP, PvP",35000.0,921,553,999,999,0,9
807,1022380,Neon Slashers,"Action, Indie","Multi-player, Single-player, Steam Achievements, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,0,1,99,99,0,0
808,1022450,War Selection,"Free to Play, Indie, Massively Multiplayer, Strategy, Early Access","Multi-player, Single-player, In-App Purchases, Online PvP, PvP",750000.0,13990,2085,0,0,0,902
811,1022550,Neon Infinity,"Action, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,5,0,99,99,0,0
820,1022780,Animal Fight Club,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Strategy","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Full controller support, Steam Workshop, Online PvP, PvP",35000.0,222,48,399,399,0,2
821,1022820,STEELPAW,"Action, Early Access","Multi-player, Single-player, Partial Controller Support, Steam Cloud, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,3,0,799,799,0,0
836,1023130,Defection,"Action, Indie, Early Access","Multi-player, Single-player, Stats, Steam Achievements, Online PvP, PvP",10000.0,2,2,399,399,0,0
838,1023180,Combat Overrun,"Action, Adventure, Indie, Racing, Early Access","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, Remote Play Together, LAN PvP, LAN Co-op, PvP",10000.0,1,0,1999,1999,0,0
848,1023550,Rogue Star Rescue,"Action, Adventure, Indie, RPG, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Online Co-op, Shared/Split Screen Co-op",10000.0,111,6,1499,1499,0,6
863,1023860,GORSD,"Action, Adventure, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Full controller support, Shared/Split Screen PvP, Remote Play on TV, Remote Play Together, PvP",10000.0,7,0,1699,1699,0,0
869,102400,Vertex Dispenser,"Action, Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer",10000.0,22,9,999,999,0,0
870,1024010,Ultimate Fishing Simulator VR,"Casual, Indie, Simulation, Sports","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Online PvP, PvP",35000.0,412,83,2999,2999,0,9
871,1024070,Ribbon Racer Next,Racing,"Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,0,1,499,499,0,1
880,1024380,Second Extinction,"Action, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Online Co-op",750000.0,3847,1467,2499,2499,0,21
882,1024430,Super Arcade Soccer,"Indie, Simulation, Sports","Multi-player, Single-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,27,22,399,399,0,0
889,1024540,Alien League,"Action, Casual, Indie","Multi-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,7,1,999,999,0,0
891,1024630,Fighters Legacy,"Action, Indie, Early Access","Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Steam Leaderboards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,41,18,999,999,0,0
902,1024890,Sector's Edge,"Action, Free to Play, Indie, Strategy, Early Access","Multi-player, Stats, Steam Achievements, In-App Purchases, Online PvP, PvP",350000.0,2380,524,0,0,0,64
903,1024950,Starship Horizons: Bridge Simulator,"Action, Indie, Simulation, Early Access","Multi-player, Co-op, Includes level editor, Steam Achievements, Shared/Split Screen, Online PvP, Online Co-op, Shared/Split Screen Co-op, LAN PvP, LAN Co-op, PvP",10000.0,23,4,5999,5999,0,1
906,10250,PT Boats: Knights of the Sea,Simulation,"Multi-player, Single-player",35000.0,19,19,699,699,0,1
915,1025230,Minda,"Free to Play, Indie, Strategy","Multi-player, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",10000.0,9,3,0,0,0,0
918,1025260,Rebirth Fantasy,"Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Online PvP, PvP",35000.0,100,42,0,0,0,0
923,1025430,Delta Squad,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,3,4,599,599,0,0
924,1025440,Fantasy General II,Strategy,"Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Steam Trading Cards, Online PvP, PvP",35000.0,837,170,3999,3999,0,52
934,1025580,Vainglory,"Free to Play, Strategy, Early Access","Multi-player, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",750000.0,2715,1460,0,0,0,2
935,1025600,Battle Realms: Zen Edition,"Action, Strategy, Early Access","Multi-player, Single-player, Includes level editor, Online PvP, LAN PvP, PvP",150000.0,1942,254,999,999,0,134
942,1025990,Human Cube,"Adventure, Casual, Indie, Simulation","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Shared/Split Screen Co-op, Remote Play Together",35000.0,3,3,99,99,0,0
943,10260,PT Boats: South Gambit,Simulation,"Multi-player, Single-player",10000.0,12,13,699,699,0,0
945,1026060,Brutal Games,"Action, Indie, Massively Multiplayer, Early Access","Multi-player, Online PvP, PvP",10000.0,5,7,0,0,0,0
949,1026130,STAB STAB STAB!,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, PvP",10000.0,64,8,499,499,0,0
967,1026840,Ultra Fight Da ! Kyanta 2,"Action, Free to Play, Indie, Early Access","Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Remote Play Together",75000.0,678,26,0,0,0,1
968,1026880,FIREGROUND Modern War,"Action, Indie, Massively Multiplayer, Simulation","Multi-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",35000.0,36,19,999,999,0,3
973,10270,Disciples III: Reincarnation,"RPG, Strategy","Multi-player, Single-player",150000.0,1072,421,999,999,0,64
975,1027120,Bravery Network Online,"Indie, RPG, Strategy, Early Access","Multi-player, Single-player, Online PvP, Remote Play on Phone, Remote Play on Tablet, PvP",10000.0,141,9,2499,2499,0,0
992,1027720,Push Pull,Indie,"Multi-player, Single-player, Shared/Split Screen, Remote Play Together",10000.0,7,0,299,299,0,0
996,1027820,Hand Simulator: Horror,"Action, Adventure, Indie, Massively Multiplayer, Simulation","Multi-player, Single-player, Co-op, Online Co-op",35000.0,516,199,299,299,0,3
1004,1028090,Eruption 爆发,"Action, Indie, RPG, Early Access","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Online PvP, LAN PvP, PvP",10000.0,27,2,499,499,0,1
1005,102810,Gatling Gears,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Steam Trading Cards, Remote Play Together",75000.0,117,25,999,999,0,1
1018,102840,Shank 2,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, Remote Play on TV",350000.0,2439,544,999,999,0,5
1022,1028480,Minskies,"Action, Strategy","Multi-player, Single-player, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,3,1,279,699,60,0
1028,1028570,Lofi Ping Pong,Indie,"Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Steam Trading Cards, Remote Play Together",75000.0,741,108,499,499,0,3
1030,1028610,Shift Shaft,"Adventure, Casual, Indie","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,6,1,199,199,0,0
1031,1028630,Cricket 19,Sports,"Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",75000.0,2438,243,2999,2999,0,70
1036,1028760,Snow Battle Princess SAYUKI | 雪ん娘大旋風,Action,"Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,21,2,1499,1499,0,0
1040,1028840,Super Toy Cars 2,"Indie, Racing, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,17,8,1499,1499,0,0
1047,1028950,Transhaping,"Casual, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,5,9,0,0,0,0
1056,1029120,Space Expand,"Casual, Indie, Massively Multiplayer, Simulation, Strategy","Multi-player, Single-player, Co-op, MMO, Online PvP, Online Co-op, PvP",10000.0,8,14,0,0,0,0
1061,1029210,30XX,"Action, Indie, Early Access","Multi-player, Single-player, Co-op, Includes level editor, Steam Cloud, Shared/Split Screen, Full controller support, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together",75000.0,1006,66,1999,1999,0,24
1062,1029220,Terraforming Earth,"Action, Adventure, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,23,0,2999,2999,0,0
1063,1029230,Two For One,"Adventure, Indie, Strategy, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,1,0,299,299,0,0
1065,1029340,Stream Animals,Casual,"Multi-player, Online PvP, PvP",10000.0,13,1,0,0,0,0
1069,1029530,Aqua Rally,"Action, Indie, Racing, Early Access","Multi-player, Single-player, Full controller support, Online PvP, PvP",10000.0,2,3,399,399,0,0
